# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
NGC 4349 No 127 b,19.8,,,,,,677.8,6.2,6.2,2.38,,,0.19,0.07,0.07,0.001094,,,,,,,,,,,,,,,,,,,,1,2007,11/27/2007,61,19,19,54114,34,34,detected by radial velocity,,NGC 4349 No 127,186.0333333,-61.8716667,7.4,,,,,2176,,3.9,,,0.21,
NN Ser (ab) c,6.91,0.54,0.54,,,,5660,165,165,5.38,0.2,0.2,0,,,0.01076,,,,,,,,,,,,,,,,,,,,1,2010,5/29/2013,,,,,,,pulsar,,NN Ser (ab),238.2333333,12.9130556,16.6,,,,,500,,0.646,,WD+M,,
NN Ser (ab) d,2.28,0.38,0.38,,,,2830,130,130,3.39,0.1,0.1,0.2,0.02,0.02,0.00678,,,,,,,,,,,,,,,,,,,,1,2009,5/29/2013,74,4,4,2454515,,,pulsar,,NN Ser (ab),238.2333333,12.9130556,16.6,,,,,500,,0.646,,WD+M,,
NY Vir b,2.3,0.3,0.3,,,,2900,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,1,2011,12/20/2011,,,,,,,pulsar,,NY Vir,204.7,-2.0302778,13.3,,,,,,,0.6,,B D,,33000
OGLE-05-071L b,3.5,0.3,0.3,,,,3600,0,0,3.6,0.2,0.2,,,,0.001091,,,,,,,,,,,,,,,,,,,,1,2005,4/10/2008,,,,,,,detected by microlensing,,OGLE-05-071L,267.5375,-34.6730556,,19.5,,,,3300,,0.46,,,,
OGLE-05-169L b,0.04,,,,,,3300,,,2.8,,,,,,0.001037,,,,,,,,,,,,,,,,,,,,2,2005,4/12/2006,,,,,,,detected by microlensing,,OGLE-05-169L,271.5208333,-30.7325,,20.4,,,,2700,,0.49,,,,
OGLE-05-390L b,0.017,,,,,,3500,,,2.1,,,,,,0.000323,,,,,,,,,,,,,,,,,,,,1,2005,4/12/2006,,,,,,,detected by microlensing,,OGLE-05-390L,268.5791667,-30.3772222,,15.7,,,,6500,,0.22,,M,,
OGLE-06-109L b,0.727,0.06,0.06,,,,1790,548,548,2.3,0.5,0.5,,,,0.001523,64,7,7,,,,,,,,,,,,,,,,,1,2008,11/24/2009,,,,,,,detected by microlensing,,OGLE-06-109L,268.1458333,-30.0877778,,,,17.17,,1510,,0.51,,,,
OGLE-06-109L c,0.271,0.022,0.022,,,,4931,1750,1750,4.5,1,1,0.15,0.1,0.1,0.00298,64,8,8,,,,,,,,,,,,,,,,,1,2008,11/24/2009,,,,,,,detected by microlensing,,OGLE-06-109L,268.1458333,-30.0877778,,,,17.17,,1510,,0.51,,,,
OGLE-2007-BLG-368L b,0.0694,,,,,,,,,3.3,8.8,8.8,,,,0.000559,,,,,,,,,,,,,,,,,,,,1,2008,12/8/2009,,,,,,,detected by microlensing,,OGLE-2007-BLG-368L,269.1083333,-32.2375,,,,,,5900,,0.64,,,,
OGLE-2009-BLG-151_MOA-2009-232 b,7.5,0.3,0.3,,,,,,,0.31,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,1,2013,4/30/2013,,,,,,,detected by microlensing,,OGLE-2009-BLG-151_MOA-2009-232,268.5917,-29.0558,15.84,,,,,390,,0.018,,,,
OGLE-2011-BLG-0251 b,0.96,0.14,0.14,,,,,,,3.86,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,1,2012,7/19/2013,,,,,,,detected by microlensing,,OGLE-2011-BLG-0251,0,0,,,,,,4090,,0.47,,,,
OGLE-2011-BLG-0420 b,9.4,0.5,0.5,,,,,,,0.19,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,1,2013,4/30/2013,,,,,,,detected by microlensing,,OGLE-2011-BLG-0420,267.7333,-29.825,14.7,,,,,1990,,0.025,,,,
OGLE-2012-BLG-0026L b,0.11,0.002,0.002,,,,,,,3.82,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/30/2013,,,,,,,detected by microlensing,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080,,0.82,,,,
OGLE-2012-BLG-0026L c,0.68,0.1,0.1,,,,,,,4.63,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/29/2013,,,,,,,detected by microlensing,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080,,0.82,,,,
OGLE-2012-BLG-0358L b,1.85,0.19,0.19,,,,,,,0.87,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,1,2013,8/14/2013,,,,,,,detected by microlensing,,OGLE-2012-BLG-0358L,265.6958,-24.2611,,,,,,1760,,0.022,,,,
OGLE-2012-BLG-0406L b,2.73,0.43,0.43,,,,,,,3.45,0.26,0.26,,,,,,,,,,,,,,,,,,,,,,,,1,2013,10/11/2013,,,,,,,detected by microlensing,,OGLE-2012-BLG-0406L,268.325,-30.4711,,,,,,4970,,0.44,,,,
OGLE-TR-10 b,0.68,0.15,0.15,1.72,0.11,0.11,3.10129,1.00E-05,1.00E-05,0.04162,4.00E-05,4.00E-05,0,,,2.80E-05,84.5,0.6,0.6,3890.678,0.001,0.001,,,,,,,,,,,,,,1,2004,6/24/2010,,,,,,,detected by transit,,OGLE-TR-10,267.8666667,-29.8761111,,14.93,,,,1500,0.28,1.18,1.16,G or K,1.1,6075
OGLE-TR-111 b,0.54,0.1,0.1,1.077,0.075,0.075,4.01451,4.10E-06,4.10E-06,0.047,0.001,0.001,0,,,3.10E-05,88.1,0.5,0.5,3470.5676,0.0005,0.0005,,,,,,,,,,,,,,1,2004,12/14/2010,,,,,,,detected by transit,,OGLE-TR-111,163.325,-61.4055556,,15.55,,,,1500,0.12,0.82,0.831,G or K,1.1,5070
OGLE-TR-113 b,1.24,0.17,0.17,1.11,0.05,0.05,1.4324772,1.20E-06,1.20E-06,0.0229,0.0002,0.0002,0,,,1.50E-05,89.4,0.6,0.6,3471.7782,0.0005,0.0005,,,,,,,,,,,,,,1,2004,6/24/2010,,,,,,,detected by transit,,OGLE-TR-113,163.1,-61.4466667,,14.42,,,,1500,0.14,0.78,0.765,K,0.7,4752
OGLE-TR-132 b,1.17,0.14,0.14,1.23,0.07,0.07,1.689868,3.00E-06,3.00E-06,0.0306,0.0008,0.0008,0,,,2.00E-05,83.4,1.3,1.3,2453142.591,0.0003,0.0003,,,,,,,,,,,,,,1,2004,12/16/2010,,,,,,,detected by transit,,OGLE-TR-132,162.6416667,-61.9569444,,15.72,,,,1500,0.37,1.26,1.34,F,,6210
OGLE-TR-182 b,1.06,0.15,0.15,1.47,0.14,0.14,3.9791,1.00E-05,1.00E-05,0.051,0.001,0.001,0,,,,85.7,0.3,0.3,2454270.572,0.002,0.002,,,,,,,,,,,,,,2,2007,6/24/2010,,,,,,,detected by transit,,OGLE-TR-182,167.3291667,-61.0952778,16.84,15.86,15.45,14.9,14.74,,0.37,1.14,1.14,,,5924
OGLE-TR-211 b,0.75,0.15,0.15,1.26,0.09,0.09,3.67724,3.00E-05,3.00E-05,0.051,0.001,0.001,0,,,,87.2,nan,inf,2453428.334,,,,,,,,,,,,,,,,2,2007,6/24/2010,,,,,,,detected by transit,,OGLE-TR-211,160.0625,-62.4555556,,14.3,,,,,0.11,1.33,1.64,,,6325
OGLE-TR-56 b,1.3,0.08,0.08,1.2,0.17,0.17,1.211909,1.00E-06,1.00E-06,0.0225,0.0004,0.0004,0,,,1.50E-05,78.8,0.5,0.5,3936.598,0.001,0.001,,,,,,,,,,,,,,1,2002,6/24/2010,,,,,,,detected by transit,,OGLE-TR-56,269.1458333,-29.5391667,16.6,,,,,1500,,1.17,1.32,G,2,
OGLE2-TR-L9 b,4.34,1.48,1.48,1.614,0.083,0.083,2.4855335,7.00E-07,7.00E-07,0.0308,0.0005,0.0005,,,,3.40E-05,79.8,0.3,0.3,2454492.798,,,,,,,,,,,,,,,,1,2007,12/6/2010,,,,,,,detected by transit,,OGLE2-TR-L9,166.9791667,-61.1461111,,13.97,13.51,13.25,13.12,900,-0.05,1.52,1.53,F3,0.66,6933
OGLE235-MOA53 b,2.6,0.8,0.8,,,,,,,5.1,1.6,1.6,,,,0.000981,,,,,,,,,,,,,,,,,,,,1,2004,6/10/2006,,,,,,,detected by microlensing,,OGLE235-MOA53,271.3166667,-28.895,,19.7,,,,5200,,0.63,,,,
Oph 11 b,21,3,3,,,,730000,365000,365000,243,55,55,,,,1.675862,,,,,,,,,,,,,,,,,,,,1,2007,12/29/2013,,,,,,,detected by imaging,,Oph 11,245.6041667,-24.0872222,,,,,14.03,145,,0.162,,M9,0.011,2375
PH1-Kepler-64 b,0.53,0,0.53,0.553,0.015,0.015,138.506,0.1,0.1,0.634,0.011,0.011,0.0539,0.0081,0.0081,,90,0.07,0.07,245517.71,0.11,0.11,,,,,,,,,,,,,,1,2013,11/6/2013,348,6.7,5,,,,detected by transit,,KIC 4862625(AB),298.2167,39.955,,,,,,,,1.93,1.7,F+M,,
POTS-1 b,2.31,0.77,0.77,0.941,0.036,0.047,1.606296,1.57E-06,1.57E-06,0.03734,0.0009,0.0009,,,,,88.06,0.47,0.34,,,,,,,,,,,,,,,,,1,2013,9/20/2013,,,,,,,detected by transit,,POTS-1,203.6083,-66.5811,17.94,,,,,,-0.03,0.695,,K5,,4400
PSR 1257 12 b,7.00E-05,,,,,,25.262,0.003,0.003,0.19,,,0,,,0.00038,,,,,,,,,,,,,49765.1,0.2,0.2,,,,,1,,8/30/2013,0,,,2449765.1,0.3,0.3,pulsar,,PSR 1257 12,195.0166667,12.6822222,,,,,,710,,,,,1,
PSR 1257 12 c,0.013,,,,,,66.5419,0.0001,0.0001,0.36,,,0.0186,0.0002,0.0002,0.00072,53,4,4,,,,,,,,,,49768.1,0.1,0.1,,,,,1,,7/12/2013,250.4,6,6,2449768.1,0.1,0.1,pulsar,,PSR 1257 12,195.0166667,12.6822222,,,,,,710,,,,,1,
PSR 1257 12 d,0.012,0.0006,0.0006,,,,98.2114,0.0002,0.0002,0.46,,,0.0252,0.0002,0.0002,0.00092,47,3,3,,,,,,,,,,49766.5,0.1,0.1,,,,,1,,7/12/2013,108.3,5,5,2449765.5,0.1,0.1,pulsar,,PSR 1257 12,195.0166667,12.6822222,,,,,,710,,,,,1,
PSR 1719-14 b,1,0,0,0.4,0,0,0.090706293,,,0.0044,,,0.06,inf,nan,,,,,,,,,,,,,,,,,,,,,1,2011,7/24/2012,,,,2455235.517,,,pulsar,,PSR 1719-14,259.7916667,-14.6336111,,,,,,1200,,1.4,,,12.5,
PSR B1620-26 b,2.5,1,1,,,,36525,0,0,23,0,0,,,,0.006053,,,,,,,,,,,,,,,,,,,,1,2003,7/11/2013,,,,,,,pulsar,,PSR B1620-26,245.9083333,-26.5313889,24,,,,,3800,,1.95,,,,
Pr0201 c,0.54,0.039,0.039,,,,4.4264,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/17/2013,,,,2455992.861,0.053,0.053,detected by radial velocity,,Pr0201,130.4333,20.2269,10.33,,,,,,0.187,1.234,1.167,F7,0.578,6174
Pr0211 b,1.844,0.064,0.064,,,,2.1451,0.0012,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/17/2013,,,,2456013.989,0.0072,0.0072,detected by radial velocity,,Pr0211,130.5458,19.2769,,,,,,,0.187,0.952,0.868,,0.578,5326
Qatar-1 b,1.09,0.084,0.084,1.164,0.045,0.045,1.4200246,7.00E-07,7.00E-07,0.02343,0.00026,0.00026,0,,,,84.52,0.24,0.24,2456157.422,0.0001,0.0001,,,,,,,,,,,,,,2,2010,9/6/2013,,,,,,,detected by transit,,Qatar-1,303.3833333,65.1619444,12.84,,,,,,0.2,0.85,0.823,K,4,4861
Qatar-2 b,2.487,0.086,0.086,1.144,0.035,0.035,1.3371182,3.70E-06,3.70E-06,0.02149,0.00036,0.00036,0,,,,88.3,0.94,0.94,2455624.267,0.00011,0.00011,,,,,,,,,,,,,,3,2011,10/28/2011,,,,,,,detected by transit,,Qatar-2,207.6541667,-6.8038889,13.3,,,,,,0,0.74,0.713,K,,4645
ROXs 12 b,16,4,4,,,,,,,210,20,20,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/2/2013,,,,,,,detected by imaging,,ROXs 12,246.6041667,-24.54333332,15.5,,,,,120,,0.87,,M0,0.0076,3850
ROXs 42B b,10,4,4,,,,,,,140,10,10,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/2/2013,,,,,,,detected by imaging,,ROXs 42B,247.8125,-24.5456,14.27,,,,,135,,0.6,,M0 D,0.002,2200
RR Cae b,4.2,0.4,0.4,,,,4350,37,37,5.3,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/23/2012,,,,,,,pulsar,,RR Cae,65.275,-48.6519444,14.4,,,,,,,0.622,,DAZ8+dM,,
Ross 458(AB) c,8.5,2.5,2.5,,,,,,,1168,,,,,,10.245614,,,,,,,,,,,,,,,,,,,,1,2010,8/11/2011,,,,,,,detected by imaging,,Ross 458(AB),195.1958333,12.3758333,9.76,,,,,114,,0.6,,M2V,0.475,
SR 12 AB c,13,7,7,,,,,,,1083,217,217,,,,8.664,,,,,,,,,,,,,,,,,,,,1,2011,3/8/2011,,,,,,,detected by imaging,,SR 12 AB,246.8333333,-24.6944444,13.28,,,,,125,,,,K4-M2.5,0.001,
SWEEPS-04 ,3.8,inf,nan,0.81,0.1,0.1,4.2,,,0.055,,,,,,6.00E-06,87,nan,inf,,,,,,,,,,,,,,,,,1,2006,11/26/2007,,,,,,,detected by transit,,SWEEPS-04,269.725,-29.1891667,18.8,,,,,8500,,1.24,1.18,,,
SWEEPS-11 ,9.7,5.6,5.6,1.13,0.21,0.21,1.796,,,0.03,,,,,,4.00E-06,84,nan,inf,,,,,,,,,,,,,,,,,1,2006,11/26/2007,,,,,,,detected by transit,,SWEEPS-11,269.7625,-29.1983333,19.83,,,,,8500,,1.1,1.45,,,
TrES-1 ,0.761,0.05,0.05,1.099,0.035,0.035,3.0300722,2.00E-07,2.00E-07,0.0393,0.0007,0.0007,0,,,0.00025,88.4,0.3,0.3,2453186.806,5.10E-05,5.10E-05,,,,,,,,,,,,,,1,2004,5/31/2013,,,,,,,detected by transit,,TrES-1,286.0375,36.6325,11.79,,,,,157,0.001,0.88,0.85,K0V,2.5,
TrES-2 ,1.253,0.052,0.052,1.169,0.034,0.034,2.470613402,1.50E-07,1.50E-07,0.03556,0.00075,0.00075,0,,,0.000162,83.874,0.068,0.068,2453957.635,7.00E-05,7.00E-05,,,,,,,,,,1444,,,,2,2006,10/19/2013,,,,,,,detected by transit,,TrES-2,286.8083333,49.3163889,11.41,,,,,220,-0.15,0.98,1,G0V,5.1,5850
TrES-3 ,1.91,0.08,0.06,1.305,0.09,0.09,1.30618608,3.80E-07,3.80E-07,0.0226,0.0013,0.0013,0,,,,82.15,0.21,0.21,2454538.581,0.00021,0.00021,,,,,,,,,,,,,,1,2007,8/6/2013,,,,,,,detected by transit,,TrES-3,268.0291667,37.5461111,12.4,,,,,,-0.19,0.924,0.813,G,,5720
TrES-4 ,0.917,0.07,0.07,1.706,0.056,0.056,3.5539268,3.20E-06,3.20E-06,0.05084,0.0005,0.0005,0,,,0.000106,82.81,0.37,0.37,2454230.905,0.00062,0.00062,,,,,,,,,,,,,,2,2007,12/28/2012,,,,,,,detected by transit,,TrES-4,268.3041667,37.2116667,11.592,,,,,479,0.14,1.388,1.798,F,2.9,6200
TrES-5 ,1.778,0.063,0.063,1.209,0.021,0.021,1.4822446,7.00E-07,7.00E-07,0.02446,0.0001069,0.0001069,,,,6.80E-05,84.529,0.005,0.005,2455443.252,0.0001069,0.0001069,,,,,,,,,,,,,,1,2011,9/5/2011,,,,,,,detected by transit,,TrES-5,305.2208333,59.4491667,13.72,,,,,360,0.2,0.893,0.866,,7.38,5171
USco1602-2401 b,47,20,18,,,,,,,1000,140,140,,,,,,,,,,,,,,,,,,,,2790,,,,1,2013,8/14/2013,,,,,,,detected by imaging,,USco1602-2401,240.7125,-24.030666,,,12.5,,,,,,,K4,,4550
USco1610-1913 b,20,7,3,,,,,,,840,90,90,,,,,,,,,,,,,,,,,,,,2400,,,,1,2013,8/14/2013,,,,,,,detected by imaging,,USco1610-1913,242.6333,-19.219055,,,13.9,,,,,,,K7,,4140
USco1612-1800 b,26,16,7,,,,,,,430,40,40,,,,,,,,,,,,,,,,,,,,2550,,,,1,2013,8/14/2013,,,,,,,detected by imaging,,USco1612-1800,243.2042,-18.01375,,,,,13.2,,,,,M3,,3410
UScoCTIO 108 b,16,2,3,,,,,,,670,,,,,,4.62069,,,,,,,,,,,,,,,,,,,,1,2007,12/14/2011,,,,,,,detected by imaging,,UScoCTIO 108,241.475,-18.3119444,,15.65,14.42,15.07,,145,,0.057,,M7,0.011,2600
UZ For(ab) d,7.7,1.2,1.2,,,,1900,90,90,2.8,0.5,0.5,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2011,6/8/2011,,,,,,,pulsar,,UZ For(ab),53.8708333,-25.7394444,18.2,,,,,,,0.84,,Catac. var.,,
V391 Peg b,3.2,0.7,0.7,,,,1170,44,44,1.7,0.1,0.1,0,,,0.001214,,,,,,,,,,,,,,,,,,,,1,2007,9/14/2007,,,,,,,pulsar,,V391 Peg,331.05,26.4188889,14.57,,15.17,15.16,15.38,1400,,0.5,0.23,sdB,10,29300
WASP-1 b,0.86,0.07,0.07,1.484,0.09,0.09,2.5199464,8.00E-07,8.00E-07,0.0382,0.0013,0.0013,0,,,,88.65,0.55,0.55,2454461.863,0.0002,0.0002,,,,,,,,,,,,,,2,2006,5/31/2013,,,,,,,detected by transit,,WASP-1,5.1666667,31.99,11.79,,,,,,,1.24,1.382,F7V,,6200
WASP-10 b,3.06,0.21,0.23,1.08,0.02,0.02,3.0927616,1.82E-05,1.82E-05,0.0371,0.0013,0.0013,0.057,0.005,0.005,0.000412,86.8,0.5,0.5,2454357.858,0.0003,0.0003,,,,,,,,,,,,,,3,2008,12/2/2008,2.737,0.166,0.166,,,,detected by transit,,WASP-10,348.9916667,31.4627778,12.7,,,,,90,0.03,0.71,0.783,K5,0.8,4675
WASP-100 b,2.03,0.12,0.12,1.69,0.29,0.29,2.849375,8.00E-06,8.00E-06,0.0457,0.001,0.001,0,,,,82.6,2.6,1.7,2456272.34,0.0009,0.0009,,,,,,,,,,2190,,,,1,2013,10/22/2013,,,,,,,detected by transit,,WASP-100,68.9583,-64.0269,10.8,,,,,,-0.03,1.57,2,F2,,6900
WASP-101 b,0.5,0.004,0.004,1.41,0.05,0.05,3.585722,4.00E-06,4.00E-06,0.0506,0.0009,0.0009,0,,,,85,0.2,0.2,2456164.693,0.0002,0.0002,,,,,,,,,,1560,,,,1,2013,10/22/2013,,,,,,,detected by transit,,WASP-101,98.35,-23.4861,10.3,,,,,,0.2,1.34,1.29,F6,0.9,6400
WASP-11-HAT-P-10 b,0.46,0.028,0.028,1.045,0.033,0.033,3.722469,6.70E-06,6.70E-06,0.0439,0.0009,0.0009,0,,,0.000351,88.5,0.6,0.6,2454729.906,0.0003,0.0003,,,,,,,,,,,,,,2,2008,2/28/2013,,,,,,,detected by transit,,WASP-11-HAT-P-10,47.3708333,30.6736111,11.89,,,,,125,0.13,0.82,0.81,K3V,11.2,4980
WASP-12 b,1.404,0.099,0.099,1.736,0.092,0.092,1.0914222,1.10E-06,1.10E-06,0.02293,0.00078,0.00078,0,0.01,0.01,5.40E-05,86,3,3,2454508.976,0.00028,0.00028,,,,,,,,,,,,,,3,2008,8/5/2013,,,,,,,detected by transit,CO; CH4; CH4; CO; H2O; TiO; VO; HCN; H2,WASP-12,97.6375,29.6722222,11.69,11.03,10.48,10.23,10.19,427,0.3,1.35,1.599,G0,1.7,6300
WASP-13 b,0.485,0.058,0.052,1.365,0.062,0.062,4.353011,1.30E-05,1.30E-05,0.05379,0.00059,0.00059,0,,,0.000345,85.64,0.24,0.24,2455575.514,0.0016,0.0016,,,,,,,,,,,,,,3,2008,9/20/2012,,,,,,,detected by transit,,WASP-13,140.1041667,33.8825,10.42,,,,,156,0,,,G1V,,5826
WASP-14 b,7.341,0.508,0.496,1.281,0.075,0.075,2.2437661,1.10E-06,1.10E-06,0.036,0.001,0.001,0.087,0.002,0.002,0.000225,84.79,0.67,0.67,2454963.937,0.00025,0.00025,,,,,,,,,,,,,,1,2008,9/13/2012,-107.1,0.5,0.5,,,,detected by transit,,WASP-14,218.275,21.8947222,9.75,,,,,160,0,1.211,1.306,F5V,0.75,6475
WASP-15 b,0.542,0.05,0.05,1.428,0.077,0.077,3.7520656,2.80E-06,2.80E-06,0.0499,0.0018,0.0018,0,,,0.000162,85.5,0.5,0.5,2454584.698,0.00029,0.00029,,,,,,,,,,,,,,3,2008,6/18/2013,,,,,,,detected by transit,,WASP-15,208.9291667,-32.1597222,10.9,,,,,308,-0.17,1.18,1.477,F7,3.9,6300
WASP-16 b,0.855,0.059,0.059,1.008,0.071,0.071,3.1186009,1.31E-05,1.31E-05,0.0421,0.0018,0.0018,0,,,,85.22,0.43,0.43,2454584.429,0.00023,0.00023,,,,,,,,,,,,,,1,2009,6/18/2013,,,,,,,detected by transit,,WASP-16,214.6833333,-20.2755556,11.3,,,,,,0.01,1.022,0.946,G3V,2.3,5550
WASP-17 b,0.486,0.032,0.032,1.991,0.081,0.081,3.735438,6.80E-06,6.80E-06,0.0515,0.00034,0.00034,0.028,0.018,0.018,,86.83,0.56,0.56,2454577.858,0.00027,0.00027,,,,,,,,,,,,,,2,2009,9/18/2013,-82.6,2.6,2.6,,,,detected by transit,Na; Na,WASP-17,239.9625,-28.0616667,11.6,,,,,,-0.19,1.2,1.38,F4,3,6650
WASP-18 b,10.43,0.4,0.4,1.165,0.077,0.077,0.9414518,4.00E-07,4.00E-07,0.02047,0.00038,0.00038,0.0088,0.0012,0.0012,0.000205,86,2.5,2.5,2454221.482,0.00038,0.00038,,,,,,,,,,,,,,1,2009,7/5/2012,-91,3,3,,,,detected by transit,,WASP-18,24.3541667,-45.6777778,9.3,,,,,100,0,1.24,1.23,F6,0.63,6400
WASP-19 b,1.114,0.04,0.04,1.395,0.025,0.025,0.78884,3.00E-07,3.00E-07,0.01616,0.00026,0.00026,0.0046,0.0044,0.0044,,79.4,0.4,0.4,2455168.968,9.00E-05,9.00E-05,,,,,,,,,,2077,,,,1,2009,10/2/2013,3,70,70,,,,detected by transit,,WASP-19,148.4166667,-45.6591667,12.3,,,,,,0.02,0.904,1.004,G8V,11.5,5500
WASP-2 b,0.847,0.045,0.045,1.079,0.033,0.033,2.15222144,4.00E-07,4.00E-07,0.03138,0.011,0.011,0,,,0.000218,84.73,0.19,0.19,2453991.515,0.00017,0.00017,,,,,,,,,,,,,,2,2006,5/31/2013,,,,,,,detected by transit,,WASP-2,307.725,6.4294444,11.98,,,,,144,-0.08,0.84,0.834,K1V,,5150
WASP-20 b,0.3,,,0.9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2011,9/13/2011,,,,,,,detected by transit,,WASP-20,0,0,,,,,,,,,,,,
WASP-21 b,0.3,0.01,0.01,1.21,0.032,0.032,4.322506,3.10E-06,3.10E-06,0.052,0.00044,0.00044,0,,,0.000226,87.29,0.29,0.29,2454743.042,0.0022,0.0022,,,,,,,,,,,,,,2,2010,7/22/2013,,,,,,,detected by transit,,WASP-21,347.4916667,18.3961111,11.6,,,,,230,-0.4,1.01,1.06,G3V,,5800
WASP-22 b,0.588,0.017,0.017,1.158,0.038,0.038,3.5327313,5.80E-06,5.80E-06,0.04698,0.00037,0.00037,0,,,0.000157,88.26,0.91,0.91,2455497.4,0.00025,0.00025,,,,,,,,,,,,,,1,2010,7/1/2011,,,,,,,detected by transit,,WASP-22,52.8166667,-23.8197222,12,,,,,300,-0.05,1.1,1.13,,,6000
WASP-23 b,0.884,0.099,0.088,0.962,0.056,0.056,2.9444256,1.30E-06,1.30E-06,0.0376,0.0024,0.0024,0.062,inf,nan,,88.39,0.46,0.46,5320.12363,0.00013,0.00013,,,,,,,,,,,,,,3,2010,3/24/2011,,,,,,,detected by transit,,WASP-23,101.1291667,-42.7619444,12.7,,,,,,,0.78,0.765,K1V,,5150
WASP-24 b,1.032,0.037,0.038,1.104,0.057,0.057,2.3412083,2.00E-06,2.00E-06,0.0359,,,0,,,0.000109,83.64,0.29,0.29,2455081.379,0.00017,0.00017,,,,,,,,,,,,,,4,2010,8/20/2012,,,,,,,detected by transit,,WASP-24,227.2166667,2.3433333,11.3,,,,,330,0.07,1.129,1.147,F8-9,1.6,6075
WASP-25 b,0.58,0.04,0.04,1.26,0.06,0.06,3.76483,5.00E-05,5.00E-05,0.0474,0.0004,0.0004,0,,,0.00028,87.7,0.5,0.5,,,,,,,,,,,,,,,,,4,2010,3/23/2012,,,,,,,detected by transit,,WASP-25,195.3583333,-27.5222222,11.9,,,,,169,-0.05,1,0.95,G4,,5750
WASP-26 b,1.028,0.021,0.021,1.281,0.075,0.075,2.7566004,6.70E-06,6.70E-06,0.03985,0.00033,0.00033,0,,,0.000159,82.91,0.46,0.46,2455228.388,0.00058,0.00058,,,,,,,,,,,,,,1,2010,7/5/2012,,,,,,,detected by transit,,WASP-26,4.6041667,-15.2672222,11.3,,,,,250,-0.02,1.12,1.34,G0,6,5950
WASP-28 b,0.91,0.06,0.06,1.12,0.06,0.06,3.408821,1.50E-05,1.50E-05,0.0455,0.0005,0.0005,0.046,0.03,0.03,0.000136,89.1,0.6,0.6,2455116.557,0.0005,0.0005,,,,,,,,,,,,,,2,2010,4/20/2010,,,,,,,detected by transit,,WASP-28,353.6166667,-1.58,12,,,,,334,-0.29,1.08,1.05,F8-G0,,6100
WASP-29 b,0.242897146,0.020105088,0.020105088,0.841289752,0.055312794,3.479353161,3.922727,4.00E-06,4.00E-06,0.0457,0.0006,0.0006,0.03,0.03,0.03,0.000571,88.8,0.7,0.7,2455320.243,0.004,0.004,,,,,,,,,,,,,,2,2010,11/5/2013,,,,,,,detected by transit,,WASP-29,357.8791667,-39.9066667,11.3,,,,,80,0.11,0.825,0.846,K4V,15,4800
WASP-3 b,2.06,0.13,0.13,1.454,0.084,0.084,1.8468372,6.00E-07,6.00E-07,0.0313,0.0001,0.0001,0,,,0.00014,85.06,0.16,0.16,2454605.559,0.00023,0.00023,,,,,,,,,,,,,,3,2007,11/2/2012,,,,,,,detected by transit,,WASP-3,278.6333333,35.6616667,10.64,,,,,223,0,1.24,1.31,F7V,,6400
WASP-31 b,0.478,0.03,0.03,1.537,0.06,0.06,3.405909,5.00E-06,5.00E-06,0.04657,0.00034,0.00034,0,,,0.000116,84.54,0.027,0.027,5189.2828,0.0003,0.0003,,,,,,,,,,,,,,1,2010,7/5/2012,,,,,,,detected by transit,,WASP-31,169.4375,-19.0547222,11.7,,,,,400,-0.19,1.16,1.24,F,,6200
